"";"nombre";"region";"provincia";"comuna";"cut_r";"cut_p";"cut";"hogares";"hectareas";"area";"observaciones";"año"
"848";"El Curque Alto";"Coquimbo";"Elqui";"Andacollo";"04";"041";4103;21;6,32093497;47021,84935201;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"849";"Vicuña Mackenna Alto Oriente";"Atacama";"Huasco";"Freirina";"03";"033";3303;8;0,78314196;6025,867849465;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"850";"Litre I";"Metropolitana";"Chacabuco";"Tiltil";"13";"133";13303;44;9,65582447;67585,968179655;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"851";"Huachalalume";"Coquimbo";"Elqui";"La Serena";"04";"041";4101;84;17,4046169;130210,309298785;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"852";"Hijos De Atacama";"Atacama";"Huasco";"Huasco";"03";"033";3304;93;6,79701004;52351,640170275;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"853";"Nueva Comaico";"Metropolitana";"Chacabuco";"Colina";"13";"133";13301;61;1,52040433;10615,143059815;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"854";"El Triunfo";"Coquimbo";"Elqui";"La Serena";"04";"041";4101;98;6,48908927;48642,650969465;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"855";"Nueva Esperanza";"Metropolitana";"Chacabuco";"Colina";"13";"133";13301;84;1,28579098;8976,988591925;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"856";"Toma La Libertad";"Atacama";"Huasco";"Huasco";"03";"033";3304;9;0,6384828;4917,8456042;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"857";"Culebrón 2";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;12;1,17297223;8776,57618573;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"858";"Toma Vista Hermosa";"Atacama";"Huasco";"Huasco";"03";"033";3304;12;1,94242721;14960,19668648;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"859";"San Juan De Chena";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;24;0,88084461;6102,72667967;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"860";"Entre Rocas";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;38;3,30307354;24726,88690366;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"861";"12 De Mayo - 21 De Mayo";"Metropolitana";"Chacabuco";"Colina";"13";"133";13301;148;2,1568204;15057,929066695;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"862";"Padre Hurtado";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;25;0,65651516;4915,440213855;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"863";"ISABEL RIQUELME";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;0,81871842;6430,842930975;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"864";"Japón";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;43;2,05661572;14264,095180005;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"865";"Línea Férrea Sotaqui";"Coquimbo";"Limarí";"Ovalle";"04";"043";4301;15;1,51726289;11198,780360475;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"866";"Sin nombre - 1";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;21,88923487;171924,637956;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"867";"Vicente Reyes";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;88;1,27656498;8847,258825975;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"868";"Toma de Terreno balmaceda";"Atacama";"Copiapó";"Tierra Amarilla";"03";"031";3103;0;1,65372037;12959,99524294;"NUEVO CAMPAMENTO";" "
"869";"Enrique Carrasco";"Metropolitana";"Maipo";"Paine";"13";"134";13404;34;1,11983375;7708,507070295;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"870";"Estación El Tambo";"Coquimbo";"Choapa";"Salamanca";"04";"042";4204;0;0,43471626;3131,489439595;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"871";"Lo Boza";"Metropolitana";"Santiago";"Renca";"13";"131";13128;55;3,18375534;22128,713475415;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"872";"Villa Ribera Sur Bajo";"Metropolitana";"Maipo";"Buin";"13";"134";13402;53;2,56571883;17724,248284635;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"873";"Sector Línea ferrea Huamalata";"Coquimbo";"Limarí";"Ovalle";"04";"043";4301;0;2,34903132;17360,58981433;"NUEVO CAMPAMENTO";" "
"874";"Villa Esperanza";"Atacama";"Chañaral";"Diego de Almagro";"03";"032";3202;74;2,17087826;17341,768358585;"NUEVO CAMPAMENTO";" "
"875";"Ilusión Y Vida (Ex Peñoncito)";"Metropolitana";"Cordillera";"Puente Alto";"13";"132";13201;90;2,64541941;18307,352777595;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"876";"Quebrada El Milagro";"Coquimbo";"Limarí";"Monte Patria";"04";"043";4303;0;7,48676487;55103,1695408;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"877";"Pabellón Bajo";"Atacama";"Copiapó";"Tierra Amarilla";"03";"031";3103;0;6,46367017;50494,650368855;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"878";"Santa Luisa II";"Metropolitana";"Santiago";"La Florida";"13";"131";13110;9;0,36112368;2503,023034245;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"879";"El Culebrón";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4102;0;1,20308187;9002,172266975;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"880";"Patria Joven El Manzano";"Metropolitana";"Cordillera";"San José de Maipo";"13";"132";13203;11;0,26213275;1813,913361765;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"881";"Molinos Quemados";"Libertador General Bernardo O'Higgins";"Cachapoal";"Rancagua";"06";"061";6101;16;1,26354752;8631,677457145;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"882";"El Manzano";"Metropolitana";"Cordillera";"San José de Maipo";"13";"132";13203;9;2,83710726;19632,419683355;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"883";"Las naciones";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;28;0,52998239;4163,17067455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"884";"Zona Carretoneros";"Libertador General Bernardo O'Higgins";"Colchagua";"San Fernando";"06";"063";6301;9;4,85453638;32837,913787005;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"885";"Bosque Hermoso";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;30;0,71115691;4956,914631715;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"886";"La victoria";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;1,87317996;14713,14186579;"NUEVO CAMPAMENTO";" "
"887";"La Unión Hace La Fuerza";"Libertador General Bernardo O'Higgins";"Colchagua";"San Fernando";"06";"063";6301;26;2,45864498;16629,48693989;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"888";"La Pompeya";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;20;1,81462889;12647,88395184;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"889";"union latina";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;0,9398774;7382,486326505;"NUEVO CAMPAMENTO";" "
"890";"Santa Elena";"Libertador General Bernardo O'Higgins";"Colchagua";"San Fernando";"06";"063";6301;73;3,4786145;23515,133935455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"891";"La Estancilla II";"Metropolitana";"Maipo";"San Bernardo";"13";"134";13401;48;1,53961288;10633,079254475;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"892";"El Amanecer";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;22;1,47847692;11612,739957085;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"893";"Cerro El Colera";"Libertador General Bernardo O'Higgins";"Cachapoal";"Doñihue";"06";"061";6104;28;2,76206202;18835,53808983;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"894";"Arriba del Valle";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;2,02564421;15911,50017919;"NUEVO CAMPAMENTO";" "
"895";"Santa Teresa II";"Metropolitana";"Maipo";"San Bernardo";"13";"134";13401;29;0,87040543;6023,01679844;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"896";"El Guindal - Los Peumos";"Libertador General Bernardo O'Higgins";"Cachapoal";"Machalí";"06";"061";6108;72;21,09955245;143960,932392945;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"897";"Mirador Internacional";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;3,20780719;25197,928873775;"NUEVO CAMPAMENTO";" "
"898";"El Esfuerzo II";"Metropolitana";"Santiago";"Cerrillos";"13";"131";13102;377;15,88656924;110203,59455142;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"899";"Siete Puentes";"Libertador General Bernardo O'Higgins";"Cachapoal";"Olivar";"06";"061";6111;50;1,61325182;11004,181965115;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"900";"Cerro Mirador La Negrita";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;0,62098759;4875,89169206;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"901";"Macarena Valdes";"Metropolitana";"Santiago";"Cerro Navia";"13";"131";13103;32;0,29988953;2083,639995075;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"902";"Santa Clarisa";"Libertador General Bernardo O'Higgins";"Cachapoal";"Las Cabras";"06";"061";6107;15;0,55107676;3770,62430348;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"903";"Renacer de los jardines";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;0,18873834;1481,87521089;"NUEVO CAMPAMENTO";" "
"904";"Violeta Parra V";"Metropolitana";"Santiago";"Cerro Navia";"13";"131";13103;209;2,34143991;16265,36483314;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"905";"Polonia Carretera";"Libertador General Bernardo O'Higgins";"Colchagua";"San Fernando";"06";"063";6301;28;2,70611957;18320,2764319;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"906";"Nicasio Retamales";"Metropolitana";"Santiago";"Estación Central";"13";"131";13106;32;0,53256264;3696,168922545;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"907";"Rio Peuco";"Libertador General Bernardo O'Higgins";"Cachapoal";"Mostazal";"06";"061";6110;30;10,87186668;74610,074334345;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"908";"Comité Luchadores Pobladores Diego Portales 1022";"Metropolitana";"Santiago";"La Florida";"13";"131";13110;20;0,32576321;2255,51962214;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"909";"EL PROGRESO";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;60;0,91092642;7156,266668945;"NUEVO CAMPAMENTO";" "
"910";"Potrero El Sapo";"Libertador General Bernardo O'Higgins";"Colchagua";"Peralillo";"06";"063";6307;19;0,17690942;1199,68826156;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2011"
"911";"Nueva Esperanza";"Metropolitana";"Santiago";"La Pintana";"13";"131";13112;16;3,13054922;21662,796256765;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"912";"Quebrada Meléndez  2";"Atacama";"Copiapó";"Tierra Amarilla";"03";"031";3103;0;0,62353573;4887,747331025;"NUEVO CAMPAMENTO";" "
"913";"Barriales El Tambo";"Libertador General Bernardo O'Higgins";"Colchagua";"Santa Cruz";"06";"063";6306;10;0,88106729;5957,510330625;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"914";"El Esfuerzo";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;381;12,13510696;84152,00138521;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"915";"La Cabrería";"Libertador General Bernardo O'Higgins";"Colchagua";"Nancagua";"06";"063";6305;59;5,92425529;39946,797544785;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"916";"Villa Ferrocarril";"Metropolitana";"Santiago";"Maipú";"13";"131";13119;207;4,65549166;32263,86427806;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"917";"La Cruz II";"Metropolitana";"Santiago";"Quinta Normal";"13";"131";13126;20;0,28377528;1970,98600765;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"918";"Puntilla De Panquehue";"Libertador General Bernardo O'Higgins";"Cachapoal";"Malloa";"06";"061";6109;39;1,06006369;7196,959147685;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2011"
"919";"Nueva Cordillera";"Metropolitana";"Cordillera";"Puente Alto";"13";"132";13201;175;8,60957073;59546,179674985;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"920";"Los Paltos";"Libertador General Bernardo O'Higgins";"Cachapoal";"Rancagua";"06";"061";6101;52;2,45773076;16770,35696741;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"921";"Aconcagua";"Metropolitana";"Chacabuco";"Colina";"13";"133";13301;239;3,83493456;26781,566272035;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"922";"Santa Lucia II";"Libertador General Bernardo O'Higgins";"Cachapoal";"Rancagua";"06";"061";6101;12;1,37660584;9398,64032501;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"923";"Un hogar digno para la juventud";"Atacama";"Chañaral";"Chañaral";"03";"032";3201;0;0,82804594;6622,530974705;"NUEVO CAMPAMENTO";" "
"924";"25 De Noviembre";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;62;69,87616056;487191,194731915;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"925";"Las Ranas";"Libertador General Bernardo O'Higgins";"Colchagua";"Chimbarongo";"06";"063";6303;30;2,80799129;18943,35541542;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"926";"Loma el paraiso";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;0;1,79160907;14073,76832332;"NUEVO CAMPAMENTO";" "
"927";"El Pellin";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;30;0,65825064;4586,81974101;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"928";"El Matadero";"Libertador General Bernardo O'Higgins";"Colchagua";"Chimbarongo";"06";"063";6303;8;0,22126114;1491,758997825;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"929";"El Mirador Pedro León Gallo";"Atacama";"Copiapó";"Copiapó";"03";"031";3101;8;0,70895416;5568,698245935;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"930";"Las Malvinas";"Metropolitana";"Chacabuco";"Lampa";"13";"133";13302;91;9,43858405;65762,56957359;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"931";"Cancha Del Ferro";"Libertador General Bernardo O'Higgins";"Colchagua";"Chimbarongo";"06";"063";6303;11;0,49613906;3344,68641568;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"932";"El Tranque";"Metropolitana";"Maipo";"San Bernardo";"13";"134";13401;19;0,50616552;3497,960347245;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"933";"Polonia Juegos";"Libertador General Bernardo O'Higgins";"Colchagua";"San Fernando";"06";"063";6301;20;5,58190161;37786,26257775;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"934";"Sector Enami";"Atacama";"Huasco";"Vallenar";"03";"033";3301;20;23,76399718;182576,92809975;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"935";"Familias Rio Maipo";"Metropolitana";"Maipo";"San Bernardo";"13";"134";13401;11;0,94833647;6547,72561066;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"936";"Tres Puentes";"Libertador General Bernardo O'Higgins";"Cachapoal";"Coinco";"06";"061";6103;13;2,17272975;14800,35137021;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"937";"Los Olivos";"Valparaíso";"Marga Marga";"Villa Alemana";"05";"058";5804;19;0,75686918;5303,835767005;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2011"
"938";"Dignidad";"Metropolitana";"Maipo";"San Bernardo";"13";"134";13401;67;0,30477131;2108,737033205;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"939";"La Victoria";"Metropolitana";"Maipo";"Buin";"13";"134";13402;19;0,14024429;965,75438517;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"940";"Villa Maria";"Libertador General Bernardo O'Higgins";"Cachapoal";"Requínoa";"06";"061";6116;9;0,62316811;4246,84229986;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"941";"Ampliación Prat";"Valparaíso";"Marga Marga";"Villa Alemana";"05";"058";5804;0;5,44652291;38168,261447245;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
"942";"San Jose II";"Metropolitana";"Santiago";"Cerrillos";"13";"131";13102;13;0,36885852;2558,555263455;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"943";"Cerro Verde (El Abra)";"Libertador General Bernardo O'Higgins";"Cachapoal";"Requínoa";"06";"061";6116;18;3,31181431;22553,638774485;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"944";"Varilla 4";"Coquimbo";"Elqui";"Coquimbo";"04";"041";4101;80;10,18179204;76356,13031654;"NUEVO CAMPAMENTO";" "
"945";"América Indígena";"Metropolitana";"Santiago";"Cerrillos";"13";"131";13102;1550;29,8299267;206912,1597661;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"946";"12 De Febrero (El Bosque)";"Libertador General Bernardo O'Higgins";"Cachapoal";"Machalí";"06";"061";6108;47;12,66629953;86446,439447705;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"947";"Colombia";"Metropolitana";"Santiago";"Cerrillos";"13";"131";13102;20;0,15767368;1093,679456275;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"948";"El Rabanal";"Libertador General Bernardo O'Higgins";"Cachapoal";"Rancagua";"06";"061";6101;11;1,86257033;12706,205086675;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"949";"Comité de Vivienda Edén Lajarillas";"Valparaíso";"Valparaíso";"Viña del Mar";"05";"051";5109;87;2,62608134;18437,618032425;"NUEVO CAMPAMENTO";" "
"950";"17 De Mayo";"Metropolitana";"Santiago";"Cerro Navia";"13";"131";13103;158;15,68836141;108996,710639215;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"951";"Rapel";"Libertador General Bernardo O'Higgins";"Cardenal Caro";"Navidad";"06";"062";6205;9;0,26279294;1805,311280035;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"952";"Luchando Con Esfuerzo";"Metropolitana";"Santiago";"Huechuraba";"13";"131";13107;23;0,51814573;3603,658484025;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"953";"Rio Claro II";"Libertador General Bernardo O'Higgins";"Cachapoal";"Rengo";"06";"061";6115;21;1,76323551;11979,60517326;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"954";"18 De Octubre";"Metropolitana";"Santiago";"Huechuraba";"13";"131";13107;28;0,57966424;4031,57310289;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"955";"Cancha De Pichico";"Libertador General Bernardo O'Higgins";"Cachapoal";"Mostazal";"06";"061";6110;10;0,68924445;4727,360257725;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"956";"Expansión Guerrillero";"Metropolitana";"Santiago";"Huechuraba";"13";"131";13107;8;0,23001961;1599,742400395;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"957";"LA NEGRA";"Tarapacá";"Iquique";"Alto Hospicio";"01";"011";1107;0;1,4052699;12295,145177625;"NUEVO CAMPAMENTO";" "
"958";"Rio Peuco Carretera";"Libertador General Bernardo O'Higgins";"Cachapoal";"Mostazal";"06";"061";6110;22;3,73605847;25638,534775635;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2019"
"959";"Nueva Generación";"Metropolitana";"Santiago";"Huechuraba";"13";"131";13107;13;1,01431905;7053,26266228;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"960";"Los Encinos";"Libertador General Bernardo O'Higgins";"Colchagua";"Peralillo";"06";"063";6307;16;1,47361997;9993,862563465;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"961";"El Barrero";"Metropolitana";"Santiago";"Huechuraba";"13";"131";13107;14;3,66993634;25518,72018936;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"962";"El Manzano - Los Boldos";"Libertador General Bernardo O'Higgins";"Cachapoal";"Quinta de Tilcoco";"06";"061";6114;12;1,16627387;7931,28675108;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2019"
"963";"Altos Prunos";"Metropolitana";"Santiago";"Huechuraba";"13";"131";13107;38;4,18667924;29111,35405555;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"964";"Callejón El Colegio";"Libertador General Bernardo O'Higgins";"Cachapoal";"San Vicente";"06";"061";6117;14;0,64235013;4359,69558017;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"965";"Campamento Nuevo";"Metropolitana";"Santiago";"La Florida";"13";"131";13110;8;0,15361609;1064,79415676;"CAMPAMENTO EN CATASTRO NACIONAL 2022";"CATASTRO_2022"
"966";"Cerro San Luis";"Libertador General Bernardo O'Higgins";"Cachapoal";"San Vicente";"06";"061";6117;18;2,68731825;18238,8233787;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"967";"Dignidad";"Metropolitana";"Santiago";"La Florida";"13";"131";13110;513;10,10300749;70024,478214155;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"968";"Comunidad Los Conquistadores";"Valparaíso";"San Antonio";"San Antonio";"05";"056";5601;0;3,61391955;25043,161683005;"NUEVO CAMPAMENTO";" "
"969";"Ribera Del Rio II";"Libertador General Bernardo O'Higgins";"Cachapoal";"Rancagua";"06";"061";6101;53;20,58448917;140450,59651918;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2019"
"970";"Toma Italo Silva";"Valparaíso";"San Antonio";"San Antonio";"05";"056";5601;120;7,09633481;49187,165660535;"NUEVO CAMPAMENTO";" "
"971";"La Cancha Cerro 18";"Metropolitana";"Santiago";"Lo Barnechea";"13";"131";13115;112;4,29620397;29882,853818505;"CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE";"CATASTRO_2022"
"972";"Toma Fundo Los Milagros";"Libertador General Bernardo O'Higgins";"Cachapoal";"Rancagua";"06";"061";6101;19;1,11163925;7589,430359675;"CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES";"CATASTRO_2022"
"973";"Toma Violeta Parra";"Valparaíso";"Sna Antonioa";"San Antonio";"05";"056";5601;25;5,21630375;36148,74555407;"NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR";" "
