OBJECTID_12,OBJECTID,OBJECTID_1,FOLIO,NOMBRE,REGION,CUT_R,PROVINCIA,CUT_P,CUT,COMUNA,AN_CAT,N_HOG,FUENTE,OBS,HECTAREAS,Shape_Leng,Shape_Length,Shape_Area
828,828,582,1330206,El Estero II,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2019,104,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,3.82721907,1428.83673848,0.0115999884056848,2.58205405157425e-06
829,829,974,410205,Los Changos,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2019,182,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,27.10874853,3853.46986491,0.0320882238615247,1.89557288606381e-05
830,830,583,1360101,Talagante Sin Fronteras,Metropolitana,13,Talagante,136,13601,Talagante,CATASTRO_2019,48,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.15794207,1112.92434709,0.00932993555420152,2.12055872558427e-06
831,831,1371,310184,Unión Borgoño,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.53559715,1122.94704116,0.00967531798228076,1.10066789036581e-06
832,832,975,410601,Villa Francia,Coquimbo,04,Elqui,041,4106,Vicuña,CATASTRO_2019,36,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,4.73419917,1122.6055109,0.00924944574625391,3.30781254541235e-06
833,833,584,1360102,Almirante Latorre,Metropolitana,13,Talagante,136,13601,Talagante,CATASTRO_2019,17,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.29169103,568.12180135,0.00467504664688265,8.67585498342964e-07
834,834,1372,310185,Los Conquistadores II,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.24200228,283.73945745,0.00245465351496597,1.73448030960143e-07
835,835,1373,310310,Quebrada Meléndez,Atacama,03,Copiapó,031,3103,Tierra Amarilla,CATASTRO_2022,14,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.50154767,479.34122552,0.00419676273554622,3.59110069530663e-07
836,836,976,420405,Nuevo Consuelo Alto,Coquimbo,04,Choapa,042,4204,Salamanca,CATASTRO_2019,113,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,16.32892806,2292.04877662,0.0189390450905938,1.12020701074651e-05
837,837,585,1360103,Calixto Nuñez,Metropolitana,13,Talagante,136,13601,Talagante,CATASTRO_2019,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.78541396,363.12194206,0.00304573255211303,5.27552834860724e-07
838,838,1374,310312,Toma Agustina,Atacama,03,Copiapó,031,3103,Tierra Amarilla,CATASTRO_2022,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.85592261,1476.95655487,0.0127943108819749,1.32837471988891e-06
839,839,586,1360104,Ribera Del Río,Metropolitana,13,Talagante,136,13601,Talagante,CATASTRO_2019,115,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,37.82832557,3960.16059476,0.0311038246847982,2.54099846083692e-05
840,840,977,420406,Nueva Costanera Choapa,Coquimbo,04,Choapa,042,4204,Salamanca,CATASTRO_2019,39,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.71955788,979.80297726,0.00824793903506142,1.17952842860917e-06
841,841,1375,320206,Los Héroes II,Atacama,03,Chañaral,032,3202,Diego de Almagro,CATASTRO_2022,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.2657301,363.73311624,0.00315360605746282,1.92091502670158e-07
842,842,978,410206,Quebrada Las Rosas IO,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2019,54,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,8.68951705,1849.57273721,0.0155801623081802,6.07357885812876e-06
843,843,1376,330106,Toma 06 De Enero,Atacama,03,Huasco,033,3301,Vallenar,CATASTRO_2022,65,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,4.75168241,963.4481937,0.0081306018768657,3.36742665839544e-06
844,844,587,1330304,Margarita Mella,Metropolitana,13,Chacabuco,133,13303,Tiltil,CATASTRO_2019,24,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,5.29771603,1588.23531133,0.01334796090001,3.58520476525509e-06
845,845,979,410218,Las Añañucas,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2022,14,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.44807605,300.46172142,0.00252318765786601,3.13300212673609e-07
846,846,1377,330107,Toma Pedro Martinez,Atacama,03,Huasco,033,3301,Vallenar,CATASTRO_2022,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.31056841,335.04556433,0.00291738905311805,2.20058143194611e-07
847,847,588,1330305,Ribera Del Rio II,Metropolitana,13,Chacabuco,133,13303,Tiltil,CATASTRO_2019,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,5.75234633,1745.4469523,0.0137142162654556,3.88594340206762e-06
848,848,980,410305,El Curque Alto,Coquimbo,04,Elqui,041,4103,Andacollo,CATASTRO_2022,21,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.32093497,1728.95380101,0.0144620034677065,4.40633850180061e-06
849,849,1378,330301,Vicuña Mackenna Alto Oriente,Atacama,03,Huasco,033,3303,Freirina,CATASTRO_2022,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.78314196,885.3105959,0.00740863454298362,5.55313296961031e-07
850,850,589,1330306,Litre I,Metropolitana,13,Chacabuco,133,13303,Tiltil,CATASTRO_2019,44,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,9.65582447,2673.63016918,0.022742643133248,6.52792207458096e-06
851,851,981,410106,Huachalalume,Coquimbo,04,Elqui,041,4101,La Serena,CATASTRO_2022,84,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,17.4046169,3066.8827702,0.0259599072749574,1.21667029588996e-05
852,852,1379,330407,Hijos De Atacama,Atacama,03,Huasco,033,3304,Huasco,CATASTRO_2022,93,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,6.79701004,1416.01228064,0.0121844179123748,4.82171558771082e-06
853,853,590,1330103,Nueva Comaico,Metropolitana,13,Chacabuco,133,13301,Colina,CATASTRO_2019,61,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.52040433,502.45695131,0.0041853526437325,1.02666900600626e-06
854,854,982,410107,El Triunfo,Coquimbo,04,Elqui,041,4101,La Serena,CATASTRO_2022,98,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,6.48908927,1769.57978202,0.0146231974346434,4.54069737379137e-06
855,855,591,1330104,Nueva Esperanza,Metropolitana,13,Chacabuco,133,13301,Colina,CATASTRO_2019,84,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.28579098,452.90617256,0.00376659168038446,8.68238055921751e-07
856,856,1380,330408,Toma La Libertad,Atacama,03,Huasco,033,3304,Huasco,CATASTRO_2022,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.6384828,455.65404673,0.00385038172339527,4.52934787582529e-07
857,857,983,410216,Culebrón 2,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2022,12,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.17297223,622.92933564,0.0053261377984927,8.19977845130282e-07
858,858,1381,330409,Toma Vista Hermosa,Atacama,03,Huasco,033,3304,Huasco,CATASTRO_2022,12,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.94242721,829.48804214,0.00708475045937742,1.37789613064384e-06
859,859,592,1311904,San Juan De Chena,Metropolitana,13,Santiago,131,13119,Maipú,CATASTRO_2019,24,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.88084461,605.80284659,0.00504486395787096,5.92473944207644e-07
860,860,984,410219,Entre Rocas,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2022,38,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.30307354,922.48420275,0.00767819202984514,2.30957448975849e-06
861,861,593,1330106,12 De Mayo - 21 De Mayo,Metropolitana,13,Chacabuco,133,13301,Colina,CATASTRO_2019,148,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.1568204,619.8796845,0.00505503269675309,1.45638991473553e-06
862,862,985,410220,Padre Hurtado,Coquimbo,04,Elqui,041,4102,Coquimbo,CATASTRO_2022,25,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.65651516,474.2913017,0.00392935244875337,4.5908629953299e-07
863,863,1383,310186,ISABEL RIQUELME,Atacama,03,Copiapó,031,3101,Copiapó, ,0,INE,NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR,0.81871842,473.48539454,0.0040711102476984,5.86793881652047e-07
864,864,594,1311905,Japón,Metropolitana,13,Santiago,131,13119,Maipú,CATASTRO_2019,43,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.05661572,623.56827724,0.0052806627712661,1.38408780551926e-06
865,865,986,430108,Línea Férrea Sotaqui,Coquimbo,04,Limarí,043,4301,Ovalle,CATASTRO_2022,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,1.51726289,913.24434159,0.00765971039949011,1.05350689011575e-06
866,866,1384,310187,Sin nombre - 1,Atacama,03,Copiapó,031,3101,Copiapó, ,0,TECHO,NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR,21.88923487,2678.90608759,0.0231392838211847,1.56881214720403e-05
867,867,595,1311906,Vicente Reyes,Metropolitana,13,Santiago,131,13119,Maipú,CATASTRO_2019,88,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.27656498,595.14664388,0.00494403682899127,8.58783595648154e-07
868,868,1385,310313,Toma de Terreno balmaceda,Atacama,03,Copiapó,031,3103,Tierra Amarilla, ,0,TECHO,NUEVO CAMPAMENTO,1.65372037,614.4485403,0.0050857814934613,1.18391455855774e-06
869,869,596,1340401,Enrique Carrasco,Metropolitana,13,Maipo,134,13404,Paine,CATASTRO_2019,34,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.11983375,669.51198345,0.0051328425669581,7.50777612695586e-07
870,870,988,420412,Estación El Tambo,Coquimbo,04,Choapa,042,4204,Salamanca, ,0,TECHO,NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR,0.43471626,578.49310135,0.00487727686585211,2.98172493488765e-07
871,871,597,1312803,Lo Boza,Metropolitana,13,Santiago,131,13128,Renca,CATASTRO_2019,55,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.18375534,1009.87580768,0.00840485547271862,2.14494144228925e-06
872,872,598,1340201,Villa Ribera Sur Bajo,Metropolitana,13,Maipo,134,13402,Buin,CATASTRO_2019,53,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.56571883,1073.61300978,0.00905248908964912,1.72328381476763e-06
873,873,990,430111,Sector Línea ferrea Huamalata,Coquimbo,04,Limarí,043,4301,Ovalle, ,0,TECHO,NUEVO CAMPAMENTO,2.34903132,1074.37666665,0.0084827073583615,1.63204445395451e-06
874,874,1387,320210,Villa Esperanza,Atacama,03,Chañaral,032,3202,Diego de Almagro, ,74,TECHO,NUEVO CAMPAMENTO,2.17087826,656.68102151,0.0056588487381401,1.56935435145546e-06
875,875,599,1320107,Ilusión Y Vida (Ex Peñoncito),Metropolitana,13,Cordillera,132,13201,Puente Alto,CATASTRO_2019,90,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.64541941,1159.28777855,0.00916225191278332,1.77847435542294e-06
876,876,991,430303,Quebrada El Milagro,Coquimbo,04,Limarí,043,4303,Monte Patria, ,0,INE/TECHO,NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR,7.48676487,3304.69552214,0.0289738199273021,5.19134691489805e-06
877,877,1388,310315,Pabellón Bajo,Atacama,03,Copiapó,031,3103,Tierra Amarilla, ,0,TECHO,NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR,6.46367017,2346.50696248,0.0198917636806118,4.62004212272387e-06
878,878,600,1311009,Santa Luisa II,Metropolitana,13,Santiago,131,13110,La Florida,CATASTRO_2019,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.36112368,300.65150721,0.00250145979161055,2.42969344096294e-07
879,879,992,410221,El Culebrón,Coquimbo,04,Elqui,041,4102,Coquimbo, ,0,INE/TECHO,NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR,1.20308187,633.80613343,0.00521679843729913,8.41041661320818e-07
880,880,601,1320303,Patria Joven El Manzano,Metropolitana,13,Cordillera,132,13203,San José de Maipo,CATASTRO_2011,11,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.26213275,250.03477316,0.0020943819711141,1.76229002726925e-07
881,881,993,610107,Molinos Quemados,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6101,Rancagua,CATASTRO_2011,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.26354752,603.27929647,0.00496784377272961,8.43889640417403e-07
882,882,602,1320310,El Manzano,Metropolitana,13,Cordillera,132,13203,San José de Maipo,CATASTRO_2019,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.83710726,1137.46015516,0.00952566823829463,1.90736146656503e-06
883,883,1391,310128,Las naciones,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2019,28,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.52998239,290.14615351,0.00247324847455233,3.79864296154513e-07
884,884,994,630105,Zona Carretoneros,Libertador General Bernardo O'Higgins,06,Colchagua,063,6301,San Fernando,CATASTRO_2011,9,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.85453638,1705.7969195,0.0140179077065238,3.22578968179177e-06
885,885,603,1330205,Bosque Hermoso,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2011,30,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.71115691,565.22497181,0.00438370454889458,4.79773227853922e-07
886,886,1392,310188,La victoria,Atacama,03,Copiapó,031,3101,Copiapó, ,0,TECHO,NUEVO CAMPAMENTO,1.87317996,581.04078452,0.00496382272228169,1.34254567221331e-06
887,887,995,630101,La Unión Hace La Fuerza,Libertador General Bernardo O'Higgins,06,Colchagua,063,6301,San Fernando,CATASTRO_2011,26,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.45864498,1437.83190383,0.0115571773837867,1.63366238450263e-06
888,888,604,1330214,La Pompeya,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2019,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.81462889,887.51718979,0.00747239298542374,1.22419441700639e-06
889,889,1393,310189,union latina,Atacama,03,Copiapó,031,3101,Copiapó, ,0,TECHO,NUEVO CAMPAMENTO,0.9398774,595.71975069,0.00509768312631945,6.73634221376305e-07
890,890,996,630102,Santa Elena,Libertador General Bernardo O'Higgins,06,Colchagua,063,6301,San Fernando,CATASTRO_2011,73,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,3.4786145,2533.66174622,0.0208663272830839,2.31075592574584e-06
891,891,605,1340115,La Estancilla II,Metropolitana,13,Maipo,134,13401,San Bernardo,CATASTRO_2019,48,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.53961288,551.72684549,0.00468738861855568,1.03393750343014e-06
892,892,1394,310163,El Amanecer,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,22,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.47847692,505.37240286,0.00430538678907496,1.05964667230606e-06
893,893,997,610501,Cerro El Colera,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6104,Doñihue,CATASTRO_2011,28,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.76206202,981.53325323,0.00825811047934469,1.84287517377256e-06
894,894,1395,310190,Arriba del Valle,Atacama,03,Copiapó,031,3101,Copiapó, ,0,TECHO,NUEVO CAMPAMENTO,2.02564421,621.23593573,0.00524218527736848,1.45185751751578e-06
895,895,606,1340116,Santa Teresa II,Metropolitana,13,Maipo,134,13401,San Bernardo,CATASTRO_2019,29,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.87040543,434.73167137,0.00364705900291329,5.85109795047832e-07
896,896,998,610801,El Guindal - Los Peumos,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6108,Machalí,CATASTRO_2011,72,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,21.09955245,2880.65808717,0.0242156391935129,1.40834457288703e-05
897,897,1396,310191,Mirador Internacional,Atacama,03,Copiapó,031,3101,Copiapó, ,0,TECHO,NUEVO CAMPAMENTO,3.20780719,1156.19759374,0.0100175815190053,2.29918283545457e-06
898,898,607,1310204,El Esfuerzo II,Metropolitana,13,Santiago,131,13102,Cerrillos,CATASTRO_2022,377,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,15.88656924,2523.51177817,0.0221204138510736,1.06924860821125e-05
899,899,999,611103,Siete Puentes,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6111,Olivar,CATASTRO_2011,50,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,1.61325182,1809.78757806,0.0160024838926653,1.07661845225327e-06
900,900,1397,310192,Cerro Mirador La Negrita,Atacama,03,Copiapó,031,3101,Copiapó, ,0,TECHO,NUEVO CAMPAMENTO NO PRIORIZADO A VALIDAR,0.62098759,472.39841633,0.00393179937848778,4.44989136807479e-07
901,901,608,1310303,Macarena Valdes,Metropolitana,13,Santiago,131,13103,Cerro Navia,CATASTRO_2022,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.29988953,223.92763802,0.0018526344161838,2.02002374293322e-07
902,902,1000,610701,Santa Clarisa,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6107,Las Cabras,CATASTRO_2011,15,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,0.55107676,682.23353118,0.00557318117868931,3.68238776785183e-07
903,903,1398,310193,Renacer de los jardines,Atacama,03,Copiapó,031,3101,Copiapó, ,0,TECHO,NUEVO CAMPAMENTO,0.18873834,188.49446345,0.00157014016353421,1.35245064648593e-07
904,904,609,1310309,Violeta Parra V,Metropolitana,13,Santiago,131,13103,Cerro Navia,CATASTRO_2022,209,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.34143991,682.36002009,0.00571514390465418,1.57701688062178e-06
905,905,1001,630104,Polonia Carretera,Libertador General Bernardo O'Higgins,06,Colchagua,063,6301,San Fernando,CATASTRO_2011,28,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.70611957,890.55361804,0.00702154715649859,1.79898157667042e-06
906,906,610,1310613,Nicasio Retamales,Metropolitana,13,Santiago,131,13106,Estación Central,CATASTRO_2022,32,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.53256264,489.46586427,0.00380449076087411,3.58537453769917e-07
907,907,1002,611005,Rio Peuco,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6110,Mostazal,CATASTRO_2011,30,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,10.87186668,1931.76869894,0.0153328600478324,7.27777237881398e-06
908,908,611,1311010,Comité Luchadores Pobladores Diego Portales 1022,Metropolitana,13,Santiago,131,13110,La Florida,CATASTRO_2022,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.32576321,251.60382513,0.00200310486871486,2.1905894785097e-07
909,909,1400,310194,EL PROGRESO,Atacama,03,Copiapó,031,3101,Copiapó, ,60,TECHO,NUEVO CAMPAMENTO,0.91092642,487.46294186,0.00404969934803165,6.5293574879937e-07
910,910,1003,630704,Potrero El Sapo,Libertador General Bernardo O'Higgins,06,Colchagua,063,6307,Peralillo,CATASTRO_2011,19,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.17690942,200.51506858,0.0016270299492249,1.17676357667199e-07
911,911,612,1311202,Nueva Esperanza,Metropolitana,13,Santiago,131,13112,La Pintana,CATASTRO_2022,16,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,3.13054922,892.10768784,0.00697987864752464,2.1044565528877e-06
912,912,1401,310316,Quebrada Meléndez  2,Atacama,03,Copiapó,031,3103,Tierra Amarilla, ,0,TECHO,NUEVO CAMPAMENTO,0.62353573,383.43001591,0.00327688652551303,4.46449898331337e-07
913,913,1004,631004,Barriales El Tambo,Libertador General Bernardo O'Higgins,06,Colchagua,063,6306,Santa Cruz,CATASTRO_2011,10,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,0.88106729,1413.91857109,0.0105733624594632,5.85239713701092e-07
914,914,613,1311911,El Esfuerzo,Metropolitana,13,Santiago,131,13119,Maipú,CATASTRO_2022,381,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,12.13510696,1691.00741247,0.0142971687894465,8.16599595950245e-06
915,915,1005,630501,La Cabrería,Libertador General Bernardo O'Higgins,06,Colchagua,063,6305,Nancagua,CATASTRO_2011,59,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,5.92425529,1698.91448223,0.0131884679428752,3.92994533844766e-06
916,916,614,1311912,Villa Ferrocarril,Metropolitana,13,Santiago,131,13119,Maipú,CATASTRO_2022,207,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,4.65549166,1532.52949904,0.0126420500479347,3.13185244250978e-06
917,917,615,1312605,La Cruz II,Metropolitana,13,Santiago,131,13126,Quinta Normal,CATASTRO_2022,20,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.28377528,245.26503336,0.00206619782252692,1.91119474900281e-07
918,918,1006,610904,Puntilla De Panquehue,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6109,Malloa,CATASTRO_2011,39,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.06006369,1020.43251255,0.00818373312402785,7.05726186861286e-07
919,919,616,1320111,Nueva Cordillera,Metropolitana,13,Cordillera,132,13201,Puente Alto,CATASTRO_2022,175,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,8.60957073,1504.37763605,0.0127303419485495,5.78635659560515e-06
920,920,1007,610102,Los Paltos,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6101,Rancagua,CATASTRO_2019,52,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,2.45773076,766.62658852,0.00627392750677183,1.6404841845175e-06
921,921,617,1330108,Aconcagua,Metropolitana,13,Chacabuco,133,13301,Colina,CATASTRO_2022,239,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,3.83493456,774.67327973,0.00635206829879048,2.58990570917797e-06
922,922,1008,610103,Santa Lucia II,Libertador General Bernardo O'Higgins,06,Cachapoal,061,6101,Rancagua,CATASTRO_2019,12,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,1.37660584,1103.26167765,0.00922142980874791,9.19143294233209e-07
923,923,1403,320106,Un hogar digno para la juventud,Atacama,03,Chañaral,032,3201,Chañaral, ,0,TECHO,NUEVO CAMPAMENTO,0.82804594,396.5478223,0.00343870674061382,5.98850214430209e-07
924,924,618,1330215,25 De Noviembre,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2022,62,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,69.87616056,6829.03072051,0.0555823815907943,4.71478558974709e-05
925,925,1009,630301,Las Ranas,Libertador General Bernardo O'Higgins,06,Colchagua,063,6303,Chimbarongo,CATASTRO_2019,30,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES,2.80799129,1293.42018712,0.010570415731101,1.86333899415665e-06
926,926,1404,310195,Loma el paraiso,Atacama,03,Copiapó,031,3101,Copiapó, ,0,TECHO,NUEVO CAMPAMENTO,1.79160907,775.33733447,0.00650335562790786,1.28414598253084e-06
927,927,619,1330216,El Pellin,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2022,30,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.65825064,341.57605862,0.00283908072539106,4.44017624723253e-07
928,928,1010,630302,El Matadero,Libertador General Bernardo O'Higgins,06,Colchagua,063,6303,Chimbarongo,CATASTRO_2019,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.22126114,194.26509443,0.00158752212176255,1.46777246608432e-07
929,929,1405,310164,El Mirador Pedro León Gallo,Atacama,03,Copiapó,031,3101,Copiapó,CATASTRO_2022,8,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE,0.70895416,493.77698691,0.004248263090303,5.08123189884626e-07
930,930,620,1330217,Las Malvinas,Metropolitana,13,Chacabuco,133,13302,Lampa,CATASTRO_2022,91,MINVU,CAMPAMENTO EN CATASTRO NACIONAL 2022,9.43858405,1280.44962096,0.0107563330108839,6.36634634424971e-06
